"r";"i";"hh";"Value"
"FRA";"ppp";"hh5";6.519435786
"FRA";"nmm";"hh5";1.43428481
"FRA";"nfm";"hh5";0.042615671
"FRA";"mvh";"hh5";24.7511339
"FRA";"ele";"hh5";6.061832621
"FRA";"COL";"hh5";0.006342593
"FRA";"CRU";"hh5";8.94e-07
"FRA";"CHM";"hh5";12.379568692
"FRA";"IRS";"hh5";0.022525781
"FRA";"MAC";"hh5";19.141021458
"FRA";"FOT";"hh5";30.403555
"FRA";"ROI";"hh5";26.03011115
"FRA";"BUI";"hh5";3.82403953
"FRA";"TRN";"hh5";18.102167412
"FRA";"AGR";"hh5";3.541963645
"FRA";"SER";"hh5";195.12975387
"ITA";"oil";"hh5";8.6594392
"ITA";"gas";"hh5";2.731841166
"ITA";"ppp";"hh5";6.388872718
"ITA";"nmm";"hh5";2.15332818
"ITA";"nfm";"hh5";0.008375607
"ITA";"mvh";"hh5";30.523507899
"ITA";"ele";"hh5";4.310314044
"ITA";"COL";"hh5";0.001666947
"ITA";"CRU";"hh5";1.137e-06
"ITA";"CHM";"hh5";12.546259734
"ITA";"IRS";"hh5";0.00171996
"ITA";"MAC";"hh5";29.957719636
"ITA";"FOT";"hh5";28.35972365
"ITA";"ROI";"hh5";45.22085298
"ITA";"BUI";"hh5";6.121847136
"ITA";"TRN";"hh5";19.548450161
"ITA";"AGR";"hh5";3.424956556
"ITA";"SER";"hh5";198.72122735
"POL";"oil";"hh5";3.600210087
"POL";"gas";"hh5";0.362023321
"POL";"ppp";"hh5";1.527125608
"POL";"nmm";"hh5";0.745074437
"POL";"nfm";"hh5";0.052778141
"POL";"mvh";"hh5";4.832860071
"POL";"ele";"hh5";2.425099581
"POL";"COL";"hh5";0.149222367
"POL";"CRU";"hh5";5.56e-07
"POL";"CHM";"hh5";3.826056338
"POL";"IRS";"hh5";0.036204004
"POL";"MAC";"hh5";3.737024072
"POL";"FOT";"hh5";9.851353647
"POL";"ROI";"hh5";6.847462292
"POL";"BUI";"hh5";4.423040285
"POL";"TRN";"hh5";3.227682088
"POL";"AGR";"hh5";1.252660411
"POL";"SER";"hh5";32.05597179
"UKI";"oil";"hh5";11.665438184
"UKI";"gas";"hh5";1.453371036
"UKI";"ppp";"hh5";7.285836099
"UKI";"nmm";"hh5";0.937336182
"UKI";"nfm";"hh5";0.025439699
"UKI";"mvh";"hh5";21.554116266
"UKI";"ele";"hh5";3.667276677
"UKI";"COL";"hh5";0.026136777
"UKI";"CRU";"hh5";1.491e-06
"UKI";"CHM";"hh5";11.671027556
"UKI";"IRS";"hh5";0.002702363
"UKI";"MAC";"hh5";14.4269294
"UKI";"FOT";"hh5";31.25997394
"UKI";"ROI";"hh5";31.37117811
"UKI";"BUI";"hh5";2.899886814
"UKI";"TRN";"hh5";21.798762728
"UKI";"AGR";"hh5";2.561578219
"UKI";"SER";"hh5";210.30423726
"ESP";"oil";"hh5";6.934647938
"ESP";"gas";"hh5";0.272348148
"ESP";"ppp";"hh5";3.229404583
"ESP";"nmm";"hh5";0.199965127
"ESP";"nfm";"hh5";0.00269591
"ESP";"mvh";"hh5";9.76030884
"ESP";"ele";"hh5";3.963701329
"ESP";"COL";"hh5";0.000502219
"ESP";"CRU";"hh5";9.56e-07
"ESP";"CHM";"hh5";4.731005776
"ESP";"IRS";"hh5";0.001392319
"ESP";"MAC";"hh5";5.786933488
"ESP";"FOT";"hh5";19.190773503
"ESP";"ROI";"hh5";21.479717819
"ESP";"BUI";"hh5";1.177184499
"ESP";"TRN";"hh5";7.977975614
"ESP";"AGR";"hh5";2.971485597
"ESP";"SER";"hh5";148.1376914
"BNL";"oil";"hh5";4.429278359
"BNL";"gas";"hh5";1.238622597
"BNL";"ppp";"hh5";2.633057245
"BNL";"nmm";"hh5";0.566789443
"BNL";"nfm";"hh5";0.016485952
"BNL";"mvh";"hh5";6.743224655
"BNL";"ele";"hh5";1.568267143
"BNL";"COL";"hh5";0.003083847
"BNL";"CRU";"hh5";5.37e-07
"BNL";"CHM";"hh5";4.349601466
"BNL";"IRS";"hh5";0.015212935
"BNL";"MAC";"hh5";5.466050895
"BNL";"FOT";"hh5";12.580157134
"BNL";"ROI";"hh5";11.148457778
"BNL";"BUI";"hh5";0.239853061
"BNL";"TRN";"hh5";8.354083498
"BNL";"AGR";"hh5";1.479340715
"BNL";"SER";"hh5";72.33180252
"EUN";"oil";"hh5";6.064039421
"EUN";"gas";"hh5";0.398044641
"EUN";"ppp";"hh5";2.902520142
"EUN";"nmm";"hh5";0.777315994
"EUN";"nfm";"hh5";0.009969236
"EUN";"mvh";"hh5";12.505054148
"EUN";"ele";"hh5";10.144138588
"EUN";"COL";"hh5";0.037815691
"EUN";"CRU";"hh5";5.61e-06
"EUN";"CHM";"hh5";5.25189653
"EUN";"IRS";"hh5";0.009598386
"EUN";"MAC";"hh5";9.118890276
"EUN";"FOT";"hh5";18.120627205
"EUN";"ROI";"hh5";12.02818812
"EUN";"BUI";"hh5";0.436929036
"EUN";"TRN";"hh5";7.31841592
"EUN";"AGR";"hh5";2.233375074
"EUN";"SER";"hh5";87.17081752
"EUS";"oil";"hh5";25.900260054
"EUS";"gas";"hh5";0.564436785
"EUS";"ppp";"hh5";5.127005356
"EUS";"nmm";"hh5";1.750875381
"EUS";"nfm";"hh5";0.050287746
"EUS";"mvh";"hh5";15.87231253
"EUS";"ele";"hh5";6.822877079
"EUS";"COL";"hh5";0.024651916
"EUS";"CRU";"hh5";9.17e-07
"EUS";"CHM";"hh5";12.373374248
"EUS";"IRS";"hh5";0.027701819
"EUS";"MAC";"hh5";18.930559048
"EUS";"FOT";"hh5";36.9994942
"EUS";"ROI";"hh5";33.82087225
"EUS";"BUI";"hh5";1.95948924
"EUS";"TRN";"hh5";18.423969774
"EUS";"AGR";"hh5";8.064686036
"EUS";"SER";"hh5";163.21387839
