"r";"i";"hh";"Value"
"EUS";"IRS";"hh4";0.021633953
"EUS";"MAC";"hh4";4.995480798
"EUS";"FOT";"hh4";23.91869389
"EUS";"ROI";"hh4";11.821375845
"EUS";"BUI";"hh4";0.870244111
"EUS";"TRN";"hh4";10.133402085
"EUS";"AGR";"hh4";5.245550868
"EUS";"SER";"hh4";45.36913509
"EUS";"DWE";"hh4";22.09527231
"DEU";"oil";"hh5";14.236442857
"DEU";"gas";"hh5";2.051580743
"DEU";"ppp";"hh5";9.2185749
"DEU";"nmm";"hh5";1.874228889
"DEU";"nfm";"hh5";0.005830384
"DEU";"mvh";"hh5";35.62656891
"DEU";"ele";"hh5";8.19239711
"DEU";"COL";"hh5";0.037531289
"DEU";"CRU";"hh5";0.008853298
"DEU";"CHM";"hh5";12.518930187
"DEU";"IRS";"hh5";0.001101742
"DEU";"MAC";"hh5";24.498189673
"DEU";"FOT";"hh5";35.73422516
"DEU";"ROI";"hh5";37.88228989
"DEU";"BUI";"hh5";1.653082729
"DEU";"TRN";"hh5";17.544706479
"DEU";"AGR";"hh5";2.1489018
"DEU";"SER";"hh5";198.26281773
"DEU";"DWE";"hh5";54.733697
"FRA";"oil";"hh5";9.909706515
"FRA";"gas";"hh5";0.713318414
"FRA";"ppp";"hh5";6.39907682
"FRA";"nmm";"hh5";1.408784511
"FRA";"nfm";"hh5";0.041863785
"FRA";"mvh";"hh5";24.31323593
"FRA";"ele";"hh5";5.936410829
"FRA";"COL";"hh5";0.006210793
"FRA";"CRU";"hh5";8.75e-07
"FRA";"CHM";"hh5";12.13811288
"FRA";"IRS";"hh5";0.022128349
"FRA";"MAC";"hh5";18.801184559
"FRA";"FOT";"hh5";29.77322127
"FRA";"ROI";"hh5";25.53297615
"FRA";"BUI";"hh5";3.757697553
"FRA";"TRN";"hh5";17.7612494
"FRA";"AGR";"hh5";3.468382471
"FRA";"SER";"hh5";129.54943451
"FRA";"DWE";"hh5";62.60106204
"ITA";"oil";"hh5";7.680357803
"ITA";"gas";"hh5";2.401643952
"ITA";"ppp";"hh5";5.785597568
"ITA";"nmm";"hh5";1.95796306
"ITA";"nfm";"hh5";0.007902863
"ITA";"mvh";"hh5";29.739916741
"ITA";"ele";"hh5";3.724711056
"ITA";"COL";"hh5";0.001459
"ITA";"CRU";"hh5";1.01622e-06
"ITA";"CHM";"hh5";11.216020365
"ITA";"IRS";"hh5";0.001622881
"ITA";"MAC";"hh5";28.717408932
"ITA";"FOT";"hh5";24.84924314
"ITA";"ROI";"hh5";40.82323798
"ITA";"BUI";"hh5";5.776312078
"ITA";"TRN";"hh5";17.858962815
"ITA";"AGR";"hh5";2.99862854
"ITA";"SER";"hh5";156.48115907
"ITA";"DWE";"hh5";36.73744202
"POL";"oil";"hh5";3.463722337
"POL";"gas";"hh5";0.345699161
"POL";"ppp";"hh5";1.462288333
"POL";"nmm";"hh5";0.713754088
"POL";"nfm";"hh5";0.050502441
"POL";"mvh";"hh5";4.700145561
"POL";"ele";"hh5";2.31
"POL";"COL";"hh5";0.141505895
"POL";"CRU";"hh5";5.43973e-07
"POL";"CHM";"hh5";3.66817742
"POL";"IRS";"hh5";0.034642951
"POL";"MAC";"hh5";3.635382638
"POL";"FOT";"hh5";9.369848082
"POL";"ROI";"hh5";6.591940888
"POL";"BUI";"hh5";4.237731666
"POL";"TRN";"hh5";3.080748307
"POL";"AGR";"hh5";1.190558999
"POL";"SER";"hh5";21.542719527
"POL";"DWE";"hh5";9.248288455
"UKI";"oil";"hh5";10.779459567
"UKI";"gas";"hh5";1.302809496
"UKI";"ppp";"hh5";6.64825151
"UKI";"nmm";"hh5";0.865956197
"UKI";"nfm";"hh5";0.023259331
"UKI";"mvh";"hh5";20.31
"UKI";"ele";"hh5";3.261108603
"UKI";"COL";"hh5";0.022843387
"UKI";"CRU";"hh5";1.365264e-06
"UKI";"CHM";"hh5";10.629111212
"UKI";"IRS";"hh5";0.00247075
"UKI";"MAC";"hh5";13.553009943
"UKI";"FOT";"hh5";28.03221384
"UKI";"ROI";"hh5";28.88199527
"UKI";"BUI";"hh5";2.70803796
"UKI";"TRN";"hh5";20.315822379
"UKI";"AGR";"hh5";2.301717659
"UKI";"SER";"hh5";173.41202235
"UKI";"DWE";"hh5";16.836903406
"ESP";"oil";"hh5";6.621909964
"ESP";"gas";"hh5";0.258769256
"ESP";"ppp";"hh5";3.090205991
"ESP";"nmm";"hh5";0.190450781
"ESP";"nfm";"hh5";0.00255
"ESP";"mvh";"hh5";9.423327347
"ESP";"ele";"hh5";3.75851281
"ESP";"COL";"hh5";0.000465211
"ESP";"CRU";"hh5";9.12471e-07
"ESP";"CHM";"hh5";4.514118786
"ESP";"IRS";"hh5";0.001321455
"ESP";"MAC";"hh5";5.591010927
"ESP";"FOT";"hh5";18.208237984
"ESP";"ROI";"hh5";20.585674884
"ESP";"BUI";"hh5";1.1252028
"ESP";"TRN";"hh5";7.622625569
"ESP";"AGR";"hh5";2.819066422
"ESP";"SER";"hh5";125.29286074
"ESP";"DWE";"hh5";23.43435444
"BNL";"oil";"hh5";4.22263763
"BNL";"gas";"hh5";1.172663356
"BNL";"ppp";"hh5";2.51906264
"BNL";"nmm";"hh5";0.541
"BNL";"nfm";"hh5";0.015751881
"BNL";"mvh";"hh5";6.420181117
"BNL";"ele";"hh5";1.487162762
"BNL";"COL";"hh5";0.002914065
"BNL";"CRU";"hh5";5.09818e-07
"BNL";"CHM";"hh5";4.151973926
"BNL";"IRS";"hh5";0.014535548
"BNL";"MAC";"hh5";5.228148933
"BNL";"FOT";"hh5";11.967445322
"BNL";"ROI";"hh5";10.651432772
"BNL";"BUI";"hh5";0.227970222
"BNL";"TRN";"hh5";7.999227602
"BNL";"AGR";"hh5";1.407295181
"BNL";"SER";"hh5";52.71125691
"BNL";"DWE";"hh5";17.546496605
"EUN";"oil";"hh5";5.757844711
"EUN";"gas";"hh5";0.381873101
"EUN";"ppp";"hh5";2.74
"EUN";"nmm";"hh5";0.748420241
"EUN";"nfm";"hh5";0.009632717
"EUN";"mvh";"hh5";11.966409573
"EUN";"ele";"hh5";9.647674299
"EUN";"COL";"hh5";0.036028575
"EUN";"CRU";"hh5";5.29622e-06
"EUN";"CHM";"hh5";4.99195619
"EUN";"IRS";"hh5";0.009274384
"EUN";"MAC";"hh5";8.728426226
"EUN";"FOT";"hh5";17.148243072
"EUN";"ROI";"hh5";11.453133104
"EUN";"BUI";"hh5";0.42158977
"EUN";"TRN";"hh5";6.962883783
"EUN";"AGR";"hh5";2.113166212
"EUN";"SER";"hh5";59.37942672
"EUN";"DWE";"hh5";25.14646954
"EUS";"oil";"hh5";24.874557661
"EUS";"gas";"hh5";0.517
"EUS";"ppp";"hh5";4.865193094
"EUS";"nmm";"hh5";1.652150654
"EUS";"nfm";"hh5";0.047197505
"EUS";"mvh";"hh5";15.523246585
"EUS";"ele";"hh5";6.291986515
"EUS";"COL";"hh5";0.022224265
"EUS";"CRU";"hh5";9.00198e-07
"EUS";"CHM";"hh5";11.736859992
"EUS";"IRS";"hh5";0.025999509
"EUS";"MAC";"hh5";18.430699452
"EUS";"FOT";"hh5";34.27908265
"EUS";"ROI";"hh5";32.36787892
"EUS";"BUI";"hh5";1.869948621
"EUS";"TRN";"hh5";17.282415475
"EUS";"AGR";"hh5";7.467770765
"EUS";"SER";"hh5";122.86123297
"EUS";"DWE";"hh5";38.82889762
